SAMPLE_ACC,SAMPLE_DESCRIPTION,DESCRIPTION,SITE_DESCRIPTION,REGION,HABITAT_NAME,biome_label,biome_id,environmental_material_label,environmental_material_id,environmental_feature_label,environmental_feature_id,suggest new terms
CAM_SMPL_000998,MID barcoded 3.0um filters from different stations,,saline water,"Organic Lake, Antarctica (Re-sample of surface water",saline water,freshwater lake biome,ENVO:01000252,saline water,ENVO:00002010,meromictic lake|saline lake,ENVO:00000199|ENVO:00000019,
CAM_SMPL_000999,MID barcoded 3.0um filters from different stations,,saline water,"Organic Lake, Antarctica",saline water,freshwater lake biome,ENVO:01000252,saline water,ENVO:00002010,meromictic lake|saline lake,ENVO:00000199|ENVO:00000019,
CAM_SMPL_001000,GS020 - Lake Gatun,,Fresh Water,Panama Canal,freshwater habitat,freshwater lake biome,ENVO:01000252,fresh water,ENVO:00002011,lake,ENVO:00000020,
CAM_SMPL_001001,Water Virome Spring,,fresh water,Antarctic,freshwater habitat,freshwater lake biome,ENVO:01000252,fresh water,ENVO:00002011,lake,ENVO:00000020,
CAM_SMPL_001002,Water Virome Summer,,fresh water,Antarctic,freshwater habitat,freshwater lake biome,ENVO:01000252,fresh water,ENVO:00002011,lake,ENVO:00000020,
CAM_SMPL_001003,Formaldehyde Enrichment,,"sediment, fresh water, Lake",,sediment,freshwater lake biome,ENVO:01000252,lake sediment,ENVO:00000546,lake,ENVO:00000020,
CAM_SMPL_001004,Formate Enrichment,,"sediment, fresh water, Lake",,sediment,freshwater lake biome,ENVO:01000252,lake sediment,ENVO:00000546,lake,ENVO:00000020,
CAM_SMPL_001005,Methane Enrichment,,"sediment, fresh water, Lake",,sediment,freshwater lake biome,ENVO:01000252,lake sediment,ENVO:00000546,lake,ENVO:00000020,
CAM_SMPL_001005,Methanol Enrichment,,"sediment, fresh water, Lake",,sediment,freshwater lake biome,ENVO:01000252,lake sediment,ENVO:00000546,lake,ENVO:00000020,
CAM_SMPL_001005,Methylamine Enrichment,,"sediment, fresh water, Lake",,sediment,freshwater lake biome,ENVO:01000252,lake sediment,ENVO:00000546,lake,ENVO:00000020,
CAM_SMPL_001005,MF_A5410 - Acaryochloris sp. CCMEE 5410,,lake,Colorado Desert,aquatic habitat,freshwater lake biome|desert biome,ENVO:01000252|ENVO:0100017,water,ENVO:00002006,lake,ENVO:00000020,
CAM_SMPL_001005,GS032 - Mangrove on Isabella Island,,Mangrove,Galapagos Islands,saline water,mangrove biome,ENVO:01000181,saline water,ENVO:00002010,mangrove swamp|oceanic island,ENVO:00000057|ENVO:00000222,
CAM_SMPL_001005,GS032 - Mangrove on Isabella Island,,Mangrove,Galapagos Islands,saline water,mangrove biome,ENVO:01000181,saline water,ENVO:00002010,mangrove swamp|oceanic island,ENVO:00000057|ENVO:00000222,
CAM_SMPL_001005,,Diffuse Flow Hydrothermal Vent Seawater,"Placed near crabs, next to shimmering water (370 C) black smoker, placed on top of tevnia patch behind shimmering water. Extra ~50 L of water, expanding bags.  Marker 28 (Trick or Treat area)",Pacific,marine habitat,marine benthic biome,ENVO:01000024,water,ENVO:00002006,organic feature|black smoker,ENVO:01000159|ENVO:00000218,crab
CAM_SMPL_001005,,Diffuse Flow Hydrothermal Vent Seawater,"Placed near crabs, next to shimmering water (370 C) black smoker, placed on top of tevnia patch behind shimmering water. Extra ~50 L of water, expanding bags.  Marker 28 (Trick or Treat area)",Pacific,marine habitat,marine benthic biome,ENVO:01000024,water,ENVO:00002006,organic feature|black smoker,ENVO:01000159|ENVO:00000218,
CAM_SMPL_001005,,Diffuse Flow Hydrothermal Vent Seawater,"Placed near shimmering water, near Marker 28 and a Riftia patch. With lots of biology, near a prototrap 109. Bio-9/P-vent",Pacific,marine habitat,marine benthic biome,ENVO:01000024,water,ENVO:00002006,organic feature|black smoker,ENVO:01000159|ENVO:00000218,
CAM_SMPL_001005,,Diffuse Flow Hydrothermal Vent Seawater,"Placed near shimmering water, near Marker 28 and a Riftia patch. With lots of biology, near a prototrap 109. Bio-9/P-vent",Pacific,marine habitat,marine benthic biome,ENVO:01000024,water,ENVO:00002006,organic feature|black smoker,ENVO:01000159|ENVO:00000218,
CAM_SMPL_001005,,marine sediment,Permanently anoxic deep-sea site,Black Sea,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,marine benthic feature,ENVO:01000105,
CAM_SMPL_001005,"Shane Seep; Coal Oil Point hydrocarbon seep field, offshore Goleta, CA.",Marine Sediment,Anaerobic subsurface sediments containing Monterey Formation oil and hydrocarbon gasses.1,Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,seep,ENVO:01000262,"anaerobic marine sediment, marine hydrocarbon seep (marine benthic feature)"
CAM_SMPL_001005,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Diffuse Flow Hydrothermal Vent Seawater,Pacific: Gulf of California,Pacific: Gulf of California,saline water,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,marine hydrothermal vent,ENVO:01000122,
CAM_SMPL_001005,http://4dgeo.whoi.edu/webdata/DAQ/AT15-44/Alvin-D4510/Src1/Images0001/SubSea1.20090304_165800.jpg,sediment,Marine methane seep,Eel River,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,marine benthic feature|seep,ENVO:01000105|ENVO:01000262,marine methane seep
CAM_SMPL_001005,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Diffuse Flow Hydrothermal Vent Seawater,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Pacific: Gulf of California,saline water,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,marine hydrothermal vent,ENVO:01000122,
CAM_SMPL_001005,"Shane Seep; Offshore Coal Oil Point, Goleta, CA.",Marine sediments,"Hydrocarbon seep field, offshore Coal Oil Point, Goleta, CA.",Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,seep,ENVO:01000262,"anaerobic marine sediment, marine hydrocarbon seep (marine benthic feature)"
CAM_SMPL_001006,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Diffuse Flow Hydrothermal Vent Seawater,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Pacific: Gulf of California,saline water,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,marine hydrothermal vent,ENVO:01000122,
CAM_SMPL_001007,Santa Barbara Channel,microbial mat (marine; benthic),Sample cultivated ~1month above active hydrocarbon gas vent.,Pacific,hydrothermal vent,marine benthic biome,ENVO:01000024,microbial mat material,ENVO:01000157,microbial mat|marine hydrothermal vent,ENVO:00000199|ENVO:01000122,
CAM_SMPL_001008,Santa Barbara Basin,Marine Sediment; 200cm subsurface depth.,Anoxic sediments from center of Santa Barbara Basin.  Basin water exhibits suboxic conditions at sampling depth.  Subsurface environment detailed in refs 1&2.  Methanogenisis confirmed through intermittent incubation headspace analyses.,Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,seep|mound,ENVO:01000262|ENVO:00000180,marine methane seep
CAM_SMPL_001009,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Diffuse Flow Hydrothermal Vent Seawater,"Placed near a Riftia patch near top, scale worms nearby, shimmering water. Rebecca's Roost",Pacific: Gulf of California,saline water,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,marine hydrothermal vent,ENVO:01000122,
CAM_SMPL_001010,,marine sediment,Deep sea depression. The only deep channel between Artic and central atlantic. Permanent monitoring deep sea site named  ?Hausgarten?,Arctic Ocean,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,depression|marine benthic feature,ENVO:00000309|ENVO:01000105,
CAM_SMPL_001011,http://4dgeo.whoi.edu/webdata/DAQ/AT15-44/Alvin-D4510/Src1/Images0001/SubSea1.20090304_165800.jpg,sediment,Marine methane seep,Eel River,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,marine benthic feature|seep,ENVO:01000105|ENVO:01000262,marine methane seep
CAM_SMPL_001012,http://4dgeo.whoi.edu/webdata/DAQ/AT15-44/Alvin-D4510/Src1/Images0001/SubSea1.20090304_165800.jpg,sediment,Marine methane seep,Eel River,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,marine benthic feature|seep,ENVO:01000105|ENVO:01000262,marine methane seep
CAM_SMPL_001013,,marine sediment,Large atlantic seamount,Bay of Biscay (NE Atlantic Ocean),sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,seamount,ENVO:00000264,
CAM_SMPL_001014,,marine sediment,Deep sea canyon,Irish Sea (NE Atlantic Ocean),sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,submarine canyon,ENVO:00000267,
CAM_SMPL_001014,"Shane Seep; Offshore Coal Oil Point, Goleta, CA.",Marine sediments,"Hydrocarbon seep field, offshore Coal Oil Point, Goleta, CA.",Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,seep,ENVO:01000262,"anaerobic marine sediment, marine hydrocarbon seep (marine benthic feature)"
CAM_SMPL_001014,,biofilm,Carbonate Rock Biofilm Methane/ Hydrate Seep,Pacific Ocean: Hydrate Ridge/Oregon Margin,biofilm,marine benthic biome,ENVO:01000024,biofilm material,ENVO:01000156,biofilm|ridge|marine benthic feature,"ENVO:00000091|ENVO:01000105",
CAM_SMPL_001015,,biofilm,Carbonate Rock Biofilm Methane/ Hydrate Seep,Pacific Ocean: Hydrate Ridge/Oregon Margin,biofilm,marine benthic biome,ENVO:01000024,biofilm material,ENVO:01000156,biofilm|ridge|marine benthic feature,"ENVO:00000091|ENVO:01000105",
CAM_SMPL_001016,,marine sediment,"open equatorial Pacific, upwelling, deep-biosphere sediment, 198 mbsf, water depth 3760 m",Pacific:,marine habitat,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,upwelling,ENVO:01000005,
CAM_SMPL_001016,,marine sediment,"open equatorial Pacific, upwelling, deep-biosphere sediment, 198 mbsf, water depth 3760 m",Pacific:,marine habitat,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,upwelling,ENVO:01000005,
CAM_SMPL_001016,,marine sediment,"open equatorial Pacific, upwelling, deep-biosphere sediment, 198 mbsf, water depth 3760 m",Pacific:,marine habitat,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,upwelling,ENVO:01000005,
CAM_SMPL_001016,,marine sediment,"open equatorial Pacific, Peru Basin, 43 mbsf, water depth 4827 m",Pacific:,marine habitat,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,upwelling,ENVO:01000005,
CAM_SMPL_001016,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,"CEAMARC-8, bottom sample, 16nm from Antarctica",marine habitat,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,continental shelf,ENVO:00000223,
CAM_SMPL_001016,MID barcoded 0.8um and 3.0um filters from the same station,,marine habitat,"CEAMARC-8, bottom sample, 16nm from Antarctica",marine habitat,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,continental shelf,ENVO:00000223,
CAM_SMPL_001016,"WHALEFALLBONE - Whale fall carcass bone, W. Antarctic Peninsula Shelf",,Whale fall carcass bone,Antarctic Peninsula,animal-associated habitat,marine benthic biome,ENVO:01000024,organic material,ENVO:01000155,carcass,ENVO:00002033,
CAM_SMPL_001016,"WHALEFALLMAT - Whale fall carcass microbial mat, Santa Cruz Basin, USA",,Whale fall carcass microbial mat,Pacific Ocean,microbial mat,marine benthic biome,ENVO:01000024,organic material,ENVO:01000155,microbial mat|carcass,ENVO:00000199|ENVO:00002033,
CAM_SMPL_001017,"WHALEFALLRIB - Whale fall carcass rib bone, Santa Cruz Basin, USA",,Whale fall carcass rib bone,Pacific Ocean,saline water,marine benthic biome,ENVO:01000024,sea water,ENVO:00002149,carcass,ENVO:00002033,
CAM_SMPL_001050,Hydrothermal Vent,,Chimney Biofilm,Mid-Atlantic Ridge,biofilm,marine benthic biome,ENVO:01000024,biofilm material,ENVO:01000156,biofilm|marine hydrothermal vent,ENVO:00002034|ENVO:01000122,
CAM_SMPL_001051,,Desulfosarcina variabilis Montpellier (DSM 2060),sediment,Marine black mud; France,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001052,,Desulfonema magnum Montpellier (DSM 2077),sediment,Marine black mud; France,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001053,,Gammaproteobacterium NOR5-1B,sediment,"Sylt, North Sea, Germany",sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001054,16 meters below seafloor,,sediment,Eastern Equatorial Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001055,1 meter below seafloor,,sediment,Eastern Equatorial Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001056,1 meter below seafloor,,sediment,Eastern Equatorial Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001057,32 meters below seafloor,,sediment,Eastern Equatorial Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001058,50 meters below seafloor,,sediment,Eastern Equatorial Pacific,sediment,marine benthic biome,ENVO:01000024,marine sediment,ENVO:00002113,,,
CAM_SMPL_001059,BBAY04,,"Coastal, sponge-associated microbial community","Botany Bay, Australia",animal-associated habitat,marine biome,ENVO:00000447,anatomical structure,ENVO:00002138,bay|organic feature,ENVO:0000003|ENVO:01000159,sponge
CAM_SMPL_001060,BBAY14,,"Coastal, sponge-associated microbial community","Botany Bay, Australia",animal-associated habitat,marine biome,ENVO:00000447,anatomical structure,ENVO:00002138,bay|organic feature,ENVO:0000003|ENVO:01000159,sponge
CAM_SMPL_001061,BBAY15,,"Coastal, sponge-associated microbial community","Botany Bay, Australia",animal-associated habitat,marine biome,ENVO:00000447,anatomical structure,ENVO:00002138,bay|organic feature,ENVO:0000003|ENVO:01000159,sponge
CAM_SMPL_001062,Cyanophage_9515-10a,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001063,Cyanophage_NATL1A-7,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001064,Cyanophage_NATL2A-133,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001065,T4-like Procholorococcus phage P-HM1,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001066,T4-like Procholorococcus phage P-HM2,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001067,T4-like Procholorococcus phage P-RSM4,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001068,T4-like Prochlorococcus phage P-SSM7,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001069,T4-like Synechococcus phage S-ShM2,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001070,T4-like Synechococcus phage S-SM1,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001071,T4-like Synechococcus phage S-SM2,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001072,T4-like Synechococcus phage S-SSM5,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001073,T4-like Synechococcus phage S-SSM7,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001074,T4-like Procholorococcus phage Syn1,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001075,T4-like Synechococcus phage Syn19,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001076,Cyanophage Syn26,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001077,T4-like Procholorococcus phage Syn33,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001078,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001079,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001080,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001081,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001082,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001083,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001084,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001085,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001086,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001087,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001088,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001089,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001090,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001091,,,Scripp's pier,ENVO:00000563,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001092,MG-RAST 4449104.3 ,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001093,MG-RAST 4449103.3 ,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001094,,,mesotrophic,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001095,,,mesotrophic,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001096,,,mesotrophic,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001097,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001098,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001099,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001100,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001101,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001102,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001103,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001104,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001105,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001106,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001107,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001108,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001109,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001110,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001111,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001112,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001113,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001114,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001115,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001116,,,,,saline water,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001117,non described non described CCMP 2436,,North Water Polynya,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001118,Heterocapsa rotundata SCCAP K-0483,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001119,Stauroneis constricta CCMP1120,,"1967, _00.7475S 126.0300W Pacific Equatorial upwelling zone",,marine habitat,marine biome,ENVO:00000447,sea water,ENVO:00002149,,,
CAM_SMPL_001120,Vannella n. sp. DIVA3 517/6/12,,Expedition DIVA3,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001121,,seawater,Scripp's Pier-coastal,Pacific Ocean,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001122,,seawater,Scripp's Pier-coastal,Pacific Ocean,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001123,,seawater,Scripp's Pier-coastal,Pacific Ocean,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001124,,seawater,Scripp's Pier-coastal,Pacific Ocean,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001125,,seawater,Scripp's Pier-coastal,Pacific Ocean,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001126,,seawater,Scripp's Pier-coastal,Pacific Ocean,marine habitat,marine biome,ENVO:00000447,coastal water,ENVO:00002150,pier,ENVO:00000563,
CAM_SMPL_001127,ice flow 50 miles NW of Sachs Harbor,Sea ice,,,marine habitat,marine biome,ENVO:00000447,ice,ENVO:01000277,sea ice,ENVO:00002200,
CAM_SMPL_001128,"Sea ice: Barrow, Alaska",Saline snow,polar coastal sea; saline snow overlying sea ice,Arctic:Chukchi Sea,saline water,marine biome,ENVO:00000447,saline water|ice,ENVO:00002010|ENVO:01000277,sea ice,ENVO:00002200,saline snow
CAM_SMPL_001129,Collwelliaphage 9A,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001130,Tetraselmis viridis TvV-S20,,,"Crimea, Black sea near Sevastopol, Sevastopol Bay",marine habitat,marine biome,ENVO:00000447,,,bay|sea,ENVO:0000003|ENVO:00000016,
CAM_SMPL_001131,Tetraselmis viridis TvV-SI1,,,"Crimea, Black sea near Sevastopol, Karantinnaya Bay",marine habitat,marine biome,ENVO:00000447,,,bay|sea,ENVO:0000003|ENVO:00000016,
CAM_SMPL_001132,Synechococcus WH7803 S-IOM18,,,Arabian Sea,marine habitat,marine biome,ENVO:00000447,,,sea,ENVO:00000016,
CAM_SMPL_001133,Halorubrum phage CGf46,,,"Cargill Saltern, Newark, CA",saline water,marine biome,ENVO:00000447,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
CAM_SMPL_001134,Salicola phage CGf29,,,"Cargill Saltern, Newark, CA",saline water,marine biome,ENVO:00000447,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
CAM_SMPL_001135,Cyanophage 9302-1a,,,Indian: Red Sea,marine habitat,marine biome,ENVO:00000447,,,sea,ENVO:00000016,
CAM_SMPL_001136,Cyanophage MED4-8a,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001137,,seawater,,Babs Cove,marine habitat,marine biome,ENVO:00000447,sea water,ENVO:00002149,bay,ENVO:00000032,
CAM_SMPL_001138,,Black sea mollusks Mytilus galloprovincialis,mollusks farm  in Karantinnaya (Martinova) bay,"Crimea, Black sea near Sevastopol, Karantinnaya (Martinova) bay",marine habitat,marine biome,ENVO:00000447,anatomical structure,ENVO:00002138,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
CAM_SMPL_001139,,homogenized lobster larvae,"Lobster Larvae in hatchery, Vibrio sp. probably originating from harbor water / egging female","Lobster Hatchery, Stonington, ME",marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001140,,marine sediment,"Gas hydrate sediment, Peru Trench, 268 mbsf, water depth 5086 m",Pacific:,marine habitat,marine biome,ENVO:00000447,marine sediment,ENVO:00002113,,,gas hydrate sediment
CAM_SMPL_001141,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001142,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001143,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001171,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001172,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001173,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001174,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001175,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001176,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001177,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001178,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001179,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001180,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001181,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001182,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001183,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001184,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001185,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001186,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001187,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001188,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001189,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001190,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001191,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001192,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001193,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001195,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001196,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001197,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001198,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001199,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001200,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001201,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001202,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001203,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
CAM_SMPL_001204,,,,,marine habitat,marine biome,ENVO:00000447,,,,,
