SAMPLE_ACC,SAMPLE_DESCRIPTION,DESCRIPTION,SITE_DESCRIPTION,REGION,HABITAT_NAME,biome_label,biome_id,environmental_material_label,environmental_material_id,environmental_feature_label,environmental_feature_id,suggest new terms
ALVINELLA_SMPL_20041130,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE1,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE2,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE227_0.1UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE227_0.8UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE227_3.0UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE228_0.1UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE228_0.8UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE228_3.0UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE229_0.1UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE229_0.8UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE229_3.0UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE230_0.1UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE230_0.8UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE230_3.0UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE231_0.1UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE231_0.8UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE231_3.0UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE232_0.1UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE232_0.8UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE232_3.0UM,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE3,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE4,,,saltwater manmade,Arizona,saline water,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE5,ChickenCecumA,,animal-associated habitat,,animal-associated habitat,anthropogenic terrestrial biome,ENVO:01000219,,,caecum,UBERON:0001153,chicken
ANTARCTICAAQUATIC_SMPL_SITE6,ChickenCecumB,,animal-associated habitat,,animal-associated habitat,anthropogenic terrestrial biome,ENVO:01000219,,,caecum,UBERON:0001153,chicken
ANTARCTICAAQUATIC_SMPL_SITE7,"FLAS - Saltern ""Bras del Port""",,marine solar saltern,"Santa Pola, Alicante",,anthropogenic terrestrial biome,ENVO:01000219,saline water,ENVO:00002010,anthropogenic abiotic mesoscopic feature,ENVO:00003075,
ANTARCTICAAQUATIC_SMPL_SITE8,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ANTARCTICAAQUATIC_SMPL_SITE9,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
Assembly of this sample is in assembly CAM_ASM_000361,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_ATCA-J_16S,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_ATCA-J_SSU,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_ATGR_16S,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_ATGR_SSU,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_BOER-NOHAL_16S,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_BOER-NOHAL_SSU,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T506_16S,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T506_SSU,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T507_16S,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T507_SSU,,,hot spring,"Yellowstone lakes, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T508_16S,,,,,aquatic habitat,aquatic biome,ENVO:00002030,,,,,
ATRIPLEXMICROBIOME_SMPL_T508_SSU,,,,,aquatic habitat,aquatic biome,ENVO:00002030,,,,,
ATRIPLEXMICROBIOME_SMPL_T509_16S,"BEARPAW - Bear Paw Hot Spring, YNP",,Hot Spring,"Yellowstone National Park, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T509_SSU,"OCTOPUS - Octopus Hot Spring, YNP",,Hot Spring,"Yellowstone National Park, USA",hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T510_16S,Mushroom Springs Mat Core A,,hot springs,,hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T510_SSU,Mushroom Springs Mat Core B,,hot springs,,hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T512_16S,Mushroom Springs Mat Core D,,hot springs,,hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T512_SSU,Mushroom Springs Mat Core F,,hot springs,,hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T513_16S,Octopus Springs Mat Core F,,hot springs,,hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T513_SSU,Octopus Springs Mat Core R,,hot springs,,hot spring,aquatic biome,ENVO:00002030,fresh water,ENVO:00002011,hot spring,ENVO:00000051,
ATRIPLEXMICROBIOME_SMPL_T521_16S,BC3,,sediment,ENVO:00002007,sediment,,,sediment,ENVO:00002007,,,
ATRIPLEXMICROBIOME_SMPL_T521_SSU,MDA,,sediment,ENVO:00002007,sediment,,,sediment,ENVO:00002007,,,
ATRIPLEXMICROBIOME_SMPL_T523_16S,H105-1_unamp,,,,saline water,,,saline water,ENVO:00002010,,,
ATRIPLEXMICROBIOME_SMPL_T523_SSU,H105-1_15A,,,,saline water,,,saline water,ENVO:00002010,,,
ATRIPLEXMICROBIOME_SMPL_T524_16S,H105-1_15B,,,,saline water,,,saline water,ENVO:00002010,,,
ATRIPLEXMICROBIOME_SMPL_T524_SSU,H105-1_15C,,,,saline water,,,saline water,ENVO:00002010,,,
ATRIPLEXMICROBIOME_SMPL_T524-EndoITSFR,H105-1_18A,,,,saline water,,,saline water,ENVO:00002010,,,
ATRIPLEXMICROBIOME_SMPL_T524-NLB4,H105-1_18B,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35131,H105-1_18C,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35139,H105-1_20A,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35147,H105-1_20B,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35155,H105-1_20C,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35162,H105-1_25A,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35163,H105-1_25B,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35171,H105-1_25C,,,,saline water,,,saline water,ENVO:00002010,,,
BACTERIOPLANKTON_SMPL_S_35179,H105-1_30A,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_174-1,H105-1_30B,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_174-2,H105-1_30C,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_179-1,H105-1_15rA,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_179-2,H105-1_15rB,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-0,H105-1_15rC,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-120,H105-1_18rA,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-160,H105-1_18rB,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-200,H105-1_18rC,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-250,H105-1_20rA,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-40,H105-1_20rB,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-167-80,H105-1_20rC,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-173-40,H105-1_25rA,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-174-120,H105-1_25rB,,,,saline water,,,saline water,ENVO:00002010,,,
BATS_SMPL_BATS-174A-80,H105-1_25rC,,,,saline water,,,saline water,ENVO:00002010,,,
BBRE_SPLICING_SMPL_MBRE-C,H105-1_30rA,,,,saline water,,,saline water,ENVO:00002010,,,
BBRE_SPLICING_SMPL_MBRE-UV,H105-1_30rB,,,,saline water,,,saline water,ENVO:00002010,,,
BISONMETAGENOME_SMPL_BISONPOOL_1,H105-1_30rC,,,,saline water,,,saline water,ENVO:00002010,,,
BISONMETAGENOME_SMPL_BISONPOOL_3,B2O_unampA,,,,saline water,,,saline water,ENVO:00002010,,,
BISONMETAGENOME_SMPL_BISONPOOL_4,B2O_unampB,,,,saline water,,,saline water,ENVO:00002010,,,
BISONMETAGENOME_SMPL_BISONPOOL_5,B2O_15A,,,,saline water,,,saline water,ENVO:00002010,,,
BOTANYBAY_SMPL_BBAY01,B2O_15B,,,,saline water,,,saline water,ENVO:00002010,,,
BOTANYBAY_SMPL_BBAY02,B2O_15C,,,,saline water,,,saline water,ENVO:00002010,,,
BOTANYBAY_SMPL_BBAY04,B2O_25A,,,,saline water,,,saline water,ENVO:00002010,,,
BOTANYBAY_SMPL_BBAY14,B2O_25B,,,,saline water,,,saline water,ENVO:00002010,,,
BOTANYBAY_SMPL_BBAY15,B2O_25C,,,,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_9515-10A_G1321,B2O_15rA,,,,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_NATL1A-7_G1172,B2O_25rA,,,,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_NATL2A-133_G1171,Chaetoceros sp. GSL56,,,,saline water,,,sea water,ENVO:00002149,,,
BROADPHAGEGENOMES_SMPL_P-HM1_G1154,"GS033 - Punta Cormorant, Floreana Island (Hypersaline Lagoon)",,Hypersaline,Galapagos Islands,saline water,,,hypersaline water,ENVO:00002012,oceanic island,ENVO:00000222,
BROADPHAGEGENOMES_SMPL_P-HM2_G1155,MF_RG210 - Roseobacter gallaeciensis 2.10,,saline water,Australia,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_P-RSM4_G1161,MF_RR11 - Ruegeria sp. R11,,saline water,Australia,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_P-SSM7_G1169,MF_VAS14 - Vibrio angustum S14,,saline water,Australia,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_S-SHM2_G1164,,Desulfonema limicola Jadebusen (DSM 2076),saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_S-SM1_G1061,,Gloeothece sp. PCC6909/1,saline water,N/A,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_S-SM2_G1159,MF_M23134 - Microscilla marina ATCC 23134,,marine aquarium outflow,West Coast of North America,saline water,,,waste water,ENVO:00002001,saline water aquarium,ENVO:00002197,
BROADPHAGEGENOMES_SMPL_S-SSM5_G1166,MF_LMED105 - Limnobacter sp. MED105,,saline water,Middle East,saline water,,,sea water,ENVO:00002149,,,
BROADPHAGEGENOMES_SMPL_S-SSM7_G1167,MF_MED92 - Oceanospirillum sp. MED92,,saline water,Middle East,saline water,,,sea water,ENVO:00002149,,,
BROADPHAGEGENOMES_SMPL_SYN1_G1160,MF_ALPR1 - Algoriphagus sp. PR1,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_SYN19_G1165,MF_BB14905 - Bacillus sp. B14905,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_SYN26_G1170,MF_CPCC7001 - Cyanobium sp. PCC 7001,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
BROADPHAGEGENOMES_SMPL_SYN33_G1163,MF_ELI - Erythrobacter litoralis HTCC2594,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_P0000101_SMPL_PACT1,MF_GP5015 - Unnamed gammaproteobacterium HTCC5015,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_P0000101_SMPL_PACT2,MF_LNTAR - Lentisphaera araneosa HTCC2155,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_P0000101_SMPL_PAPUT1,MF_MB2181 - Unnamed Methylophilales bacterium HTCC2181,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_P0000101_SMPL_PAPUT2,MF_MDMS010 - Methylophaga sp. DMS010,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_P0000101_SMPL_PASPD1,MF_NOR53 - Unnamed gammaproteobacterium NOR5-3,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_P0000101_SMPL_PASPD2,MF_OA238 - Octadecabacter antarcticus 238,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
cam_pseodu_sample_1,"MF_PB7211 - Candidatus ""Pelagibacter"" sp. HTCC7211",,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1032,MF_RB2083 - Unnamed Rhodobacterales bacterium HTCC2083,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1033,MF_RB2150 - Unnamed Rhodobacterales bacterium HTCC2150,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1034,MF_RCCS2 - Roseobacter sp. CCS2,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1335,MF_RGAI101 - Sulfitobacter sp. GAI101,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,MF_RGBS107 - Phaeobacter gallaeciensis BS107,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,MF_RLO149 - Roseobacter litoralis Och 149,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,MF_SSE37 - Sagittula stellata E-37,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,MF_VPMS16 - Vibrio parahaemolyticus 16,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,CFLungSDPat001Vir050506,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishHealGutKentSTMic050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishHealSlimKentSTMic050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishHealSlimKentSTVir050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishMorGutKentSTMic050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishMorGutKentSTVir050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishMorSlimKentSTMic050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,FishMorSlimKentSTMic050406,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_1336,HealSputSDVir070706,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_423,HighSalternSDbayMic200407,,high salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_441,HighSalternSDbayMic20051128,,high salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_442,HighSalternSDbayVir20051116,,high salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_443,HighSalternSDbayVir20051128,,high salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_444,HighSalternSDbayVir20051207,,high salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_445,LowSalternSDbayMic200407,,low salinity pond,,saline water,,,saline water|pond water,ENVO:00002010|ENVO:00002228,brackish pond,ENVO:00000541,
CAM_S_462,LowSalternSDbayMic20051110,,low salinity pond,,saline water,,,saline water|pond water,ENVO:00002010|ENVO:00002228,brackish pond,ENVO:00000541,
CAM_S_463,LowSalternSDbayMic20051128,,low salinity pond,,saline water,,,saline water|pond water,ENVO:00002010|ENVO:00002228,brackish pond,ENVO:00000541,
CAM_S_464,LowSalternSDbayVir200407,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_465,LowSalternSDbayVir20051110,,low salinity pond,,saline water,,,saline water|pond water,ENVO:00002010|ENVO:00002228,brackish pond,ENVO:00000541,
CAM_S_466,LowSalternSDbayVir20051128,,low salinity pond,,saline water,,,saline water|pond water,ENVO:00002010|ENVO:00002228,brackish pond,ENVO:00000541,
CAM_S_467,MedSalternSDbayMic20051110,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_468,MedSalternSDbayMic20051111,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_469,MedSalternSDbayMic20051116,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_595,MedSalternSDbayMic20051128,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_596,MedSalternSDbayVir20051110,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_631,MedSalternSDbayVir20051111,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_632,MedSalternSDbayVir20051116,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_633,MedSalternSDbayVir20051122,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_634,MedSalternSDbayVir20051128,,medium salinity pond,,saline water,,,saline water,ENVO:00002010,pond,ENVO:00000033,
CAM_S_635,MosqDigSDVir060606,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_636,MosqIISDVir060606,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_637,MosqISDVir01252006,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_638,Arctic - Chukchi Sea (USA) & Canadian Arctic,,saline water,Arctic,saline water,,,saline water,ENVO:00002010,,,
CAM_S_639,Arctic - Chukchi Sea (USA) & Canadian Arctic,,saline water,Arctic,saline water,,,saline water,ENVO:00002010,,,
CAM_S_640,HBCStromBahamasVir011105 (SRX000221),,Marine water,,saline water,,,saline water,ENVO:00002010,,,
CAM_S_641,Jan Day cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_642,Jan Day prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_858,Jan Night prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_859,Apr Day prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_860,Apr Night prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_861,Apr Day cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_862,Aug 4pm prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_863,Aug 10pm refilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_864,Aug 4am prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_866,Aug 10am prefilter cDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_867,Jan Day prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_868,Jan Night prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_869,Aug 4pm prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_870,Aug 10pm refilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_871,Aug 4am prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_872,Aug 10am prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_873,Apr Day prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_874,Apr Night prefilter 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_875,Jan Day 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_876,Apr Day 16S,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_877,Apr Day gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_878,Apr Day prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_A001,Apr Night prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_S_A002,Aug 10am prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_SMPL_000704,Aug 10pm refilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_SMPL_000705,Aug 4am prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_SMPL_000706,Aug 4pm prefilter gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
CAM_SMPL_000707,Jan Day gDNA,,saline water,ENVO:00002010,saline water,,,saline water,ENVO:00002010,,,
